timestamp_utc,asset,side,price_inr,quantity,notional_inr,fee_inr,tds_inr,realized_pnl_inr
2026-08-26T11:18:39+00:00,XRPINR,buy,142.374151,7.00000000,996.62,1.00,0.00,
2026-08-26T11:18:39+00:00,SUIINR,buy,76.457209,11.70000000,894.55,0.89,0.00,
2026-08-26T11:18:39+00:00,ONDOINR,buy,36.776379,22.00000000,809.08,0.81,0.00,
2026-08-26T11:18:39+00:00,DOTINR,buy,85.928943,8.48340000,728.97,0.73,0.00,
2026-08-26T11:18:39+00:00,TRXINR,buy,33.365674,19.60000000,653.97,0.65,0.00,
2026-08-26T11:18:39+00:00,ADAINR,buy,21.155572,27.90000000,590.24,0.59,0.00,
2026-08-26T11:18:39+00:00,FILINR,buy,71.725845,7.41000000,531.49,0.53,0.00,
2026-08-26T11:54:33+00:00,XRPINR,sell,140.243843,7.00000000,981.71,0.98,9.82,-16.89
2026-08-26T11:54:33+00:00,TRUMPINR,buy,225.132510,2.55600000,575.44,0.58,0.00,
2026-08-26T11:54:33+00:00,TRBINR,buy,1764.381750,0.29300000,516.96,0.52,0.00,
2026-08-26T11:54:33+00:00,ONDOINR,sell,36.200890,22.00000000,796.42,0.80,7.96,-31.16
2026-08-26T11:54:33+00:00,DOGEINR,buy,8.655125,62.00000000,536.62,0.54,0.00,
2026-08-26T11:54:33+00:00,FILINR,sell,70.284840,7.41000000,520.81,0.52,5.21,-42.89
2026-08-26T11:54:33+00:00,APTINR,buy,56.908440,9.53000000,542.34,0.54,0.00,
2026-08-26T13:31:55+00:00,TRBINR,sell,1699.349900,0.29300000,497.91,0.50,4.98,-62.96
2026-08-26T13:31:55+00:00,SUIINR,sell,74.463750,11.70000000,871.23,0.87,8.71,-88.05
2026-08-26T13:31:55+00:00,NEARINR,buy,183.621765,3.30000000,605.95,0.61,0.00,
2026-08-26T13:31:55+00:00,ONDOINR,buy,36.268125,15.50000000,562.16,0.56,0.00,
2026-08-26T13:31:55+00:00,DOTINR,sell,83.858050,8.48340000,711.40,0.71,7.11,-107.05
2026-08-26T13:31:55+00:00,ADAINR,sell,20.690650,27.90000000,577.27,0.58,5.77,-121.19
2026-08-26T13:31:55+00:00,DOGEINR,sell,8.525735,62.00000000,528.60,0.53,5.29,-130.28
2026-08-26T13:31:55+00:00,FILINR,buy,70.835400,9.69000000,686.40,0.69,0.00,
2026-08-26T13:31:55+00:00,APTINR,sell,55.972000,9.53000000,533.41,0.53,5.33,-140.28
2026-08-26T13:31:55+00:00,GASINR,buy,126.063000,5.31930000,670.57,0.67,0.00,
2026-08-26T13:31:55+00:00,ARBINR,buy,9.115556,66.20000000,603.45,0.60,0.00,
2026-08-26T13:31:55+00:00,ORCAINR,buy,123.171555,4.40000000,541.95,0.54,0.00,
